p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,keyword,type,brand,X_type,X_name,capacitysource
海尔（Haier） KFR-72LW/07DBC21AU1 3匹变频智能 除PM2.5 卡其色,海尔山东双龙海专卖店,19490493081,10999.00,8999.00,0,100,0,0,0,,海尔（Haier） 海尔（Haier） KFR-72LW/07DBC21AU1 3匹变频智能 除PM2.5 卡其色 19490493081 海尔山东双龙海专卖店 90.0kg 变频 圆柱式空调，高能效空调，智能空调，变频空调，静音空调 冷暖空调 3匹 40㎡以上 立柜式空调,海尔,变频,海尔（Haier） KFR-72LW/07DBC21AU1 3匹变频智能 除PM2.5 卡其色,
海尔(Haier)空调2匹立柜式空调柜机变频二级能效KFR-50LW/16UCP22AU1,海尔空调旗舰店,18580966281,6099.00,6099.00,0,100,0,0,0,,海尔（Haier） 海尔(Haier)空调2匹立柜式空调柜机变频二级能效KFR-50LW/16UCP22AU1 18580966281 海尔空调旗舰店 31.0kg 中国大陆 0101721d 变频 圆柱式空调，高能效空调，智能空调，变频空调，静音空调，自动清洁 冷暖空调 2匹 二级能效 30-40㎡ 立柜式空调,海尔,变频,海尔(Haier)空调2匹立柜式空调柜机变频二级能效KFR-50LW/16UCP22AU1,
海尔（Haier） 3匹 变频 自清洁 三级能效 静音 智能 豪华 圆柱式空调,海尔新疆鑫锐专卖店,19431779908,10999.00,10999.00,0,100,0,0,0,,海尔（Haier） 海尔（Haier）KFR-72LW/07DBC21AU1 19431779908 海尔新疆鑫锐专卖店 60.0kg 中国大陆 变频 冷暖空调 圆柱式空调，高能效空调，智能空调，变频空调，静音空调，全直流变频，自动清洁 金色 3匹 一级能效 40㎡以上 立柜式空调,海尔,变频,海尔（Haier）KFR-72LW/07DBC21AU1,
海尔（Haier） KFR-50LW/06BAA21AU1 变频空调柜机2匹冷暖立式空调,海尔安徽鸿展专卖店,19424721025,13199.00,9999.00,0,100,0,0,0,,海尔（Haier） 海尔（Haier） KFR-50LW/06BAA21AU1 变频空调柜机2匹冷暖立式空调 19424721025 海尔安徽鸿展专卖店 90.0kg 变频 圆柱式空调，高能效空调，智能空调，变频空调，静音空调，全直流变频 冷暖空调 2匹 一级能效 20-30㎡ 立柜式空调,海尔,变频,海尔（Haier） KFR-50LW/06BAA21AU1 变频空调柜机2匹冷暖立式空调,
海尔（Haier） KFR-50LW/06BAA21AU1变频空调柜机2匹冷暖立式空调,海尔夫乔专卖店,19026447296,11599.00,10899.00,0,100,0,0,0,,海尔（Haier） 海尔（Haier） KFR-50LW/06BAA21AU1变频空调柜机2匹冷暖立式空调 19026447296 海尔夫乔专卖店 83.5kg 变频 冷暖空调 2匹 20-30㎡ 立柜式空调,海尔,变频,海尔（Haier） KFR-50LW/06BAA21AU1变频空调柜机2匹冷暖立式空调,
海尔（Haier） KFR-72LW/10UBC12U1智能定频圆柱柜机 二级能效 3匹,海尔安徽鸿展专卖店,19410140893,6299.00,6299.00,0,100,0,0,0,,海尔（Haier） 海尔（Haier） KFR-72LW/10UBC12U1智能定频圆柱柜机 二级能效 3匹 19410140893 海尔安徽鸿展专卖店 34.0kg 定频 圆柱式空调，智能空调 冷暖空调 3匹 30-40㎡ 立柜式空调,海尔,定频,海尔（Haier） KFR-72LW/10UBC12U1智能定频圆柱柜机 二级能效 3匹,
海尔（Haier） 空调2匹立柜式空调柜机变频智能KFR-50LW/06BAA21AU1,海尔江苏隆盛专卖店,19384197175,13199.00,10999.00,0,100,0,0,0,,海尔（Haier） 海尔（Haier） 空调2匹立柜式空调柜机变频智能KFR-50LW/06BAA21AU1 19384197175 海尔江苏隆盛专卖店 100.0kg 中国大陆 变频 圆柱式空调，智能空调，自动清洁 冷暖空调 2匹 20-30㎡ 立柜式空调,海尔,变频,海尔（Haier） 空调2匹立柜式空调柜机变频智能KFR-50LW/06BAA21AU1,
海尔（Haier） 二级能效 自清洁 圆柱空调柜机 KFR-50LW/16UCP22AU1,海尔空调湖北京鸿泰专卖店,19133203686,6999.00,5999.00,0,100,0,0,0,,海尔（Haier） 海尔（Haier） 二级能效 自清洁 圆柱空调柜机 KFR-50LW/16UCP22AU1 19133203686 海尔空调湖北京鸿泰专卖店 50.0kg 变频 圆柱式空调，高能效空调，智能空调 冷暖空调 2匹 二级能效 30-40㎡ 立柜式空调,海尔,变频,海尔（Haier） 二级能效 自清洁 圆柱空调柜机 KFR-50LW/16UCP22AU1,
海尔（Haier） 柜式海尔空调2匹P立式客厅柜机 KFR-50LW/10UBC12U1,海尔安徽鸿展专卖店,19265999457,5299.00,5299.00,0,100,0,0,0,,海尔（Haier） 海尔（Haier） 柜式海尔空调2匹P立式客厅柜机 KFR-50LW/10UBC12U1 19265999457 海尔安徽鸿展专卖店 33.0kg 定频 圆柱式空调，高能效空调，智能空调，静音空调 冷暖空调 2匹 二级能效 30-40㎡ 立柜式空调,海尔,定频,海尔（Haier） 柜式海尔空调2匹P立式客厅柜机 KFR-50LW/10UBC12U1,
海尔（Haier） 海尔家用空调KFR-50LW/08GDD23A(茉莉白)套机变频白色,海尔安徽展城专卖店,19275754910,11999.00,10999.00,0,100,0,0,0,,海尔（Haier） 海尔（Haier） 海尔家用空调KFR-50LW/08GDD23A(茉莉白)套机变频白色 19275754910 海尔安徽展城专卖店 66.0kg 变频 变频空调 冷暖空调 2匹 20-30㎡ 立柜式空调,海尔,变频,海尔（Haier） 海尔家用空调KFR-50LW/08GDD23A(茉莉白)套机变频白色,
海尔（Haier） 海尔家用空调KFR-72LW/10CBB23AU1套机变频白 白色,海尔安徽展城专卖店,19213143808,8099.00,7999.00,0,100,0,0,0,,海尔（Haier） 海尔（Haier） 海尔家用空调KFR-72LW/10CBB23AU1套机变频白 白色 19213143808 海尔安徽展城专卖店 83.0kg 变频 冷暖空调 3匹 30-40㎡ 立柜式空调,海尔,变频,海尔（Haier） 海尔家用空调KFR-72LW/10CBB23AU1套机变频白 白色,
海尔（Haier） KFR-72LW/22CBB22AU1 柜机3匹空调变频自清洁圆柱式,海尔福建晟翰专卖店,19209716264,9999.00,8999.00,0,100,0,0,0,,海尔（Haier） 海尔（Haier） KFR-72LW/22CBB22AU1 柜机3匹空调变频自清洁圆柱式 19209716264 海尔福建晟翰专卖店 80.0kg 中国大陆 KFR-72LW/22CBB22AU1 变频 圆柱式空调，高能效空调，智能空调，变频空调，静音空调，自动清洁 冷暖空调 3匹 二级能效 30-40㎡ 立柜式空调,海尔,变频,海尔（Haier） KFR-72LW/22CBB22AU1 柜机3匹空调变频自清洁圆柱式,
海尔（Haier） 3匹 变频 冷暖 二级能效 自清洁 圆柱空调柜机 KFR-72LW/,海尔广东宏创盛专卖店,19215931162,6999.00,6999.00,0,100,0,0,0,,海尔（Haier） 海尔（Haier） 3匹 变频 冷暖 二级能效 自清洁 圆柱空调柜机 KFR-72LW/ 19215931162 海尔广东宏创盛专卖店 81.0kg 变频 0元安装，圆柱式空调，可移动 冷暖空调 3匹 二级能效 30-40㎡ 立柜式空调,海尔,变频,海尔（Haier） 3匹 变频 冷暖 二级能效 自清洁 圆柱空调柜机 KFR-72LW/,
海尔（Haier） 2P/3匹柜式空调 智能变频 二级能效 快速制冷热 智能物联 静音 2匹,海尔蓝宝专卖店,19083095110,7599.00,5999.00,0,100,0,0,0,,海尔（Haier） 海尔（Haier） 2P/3匹柜式空调 智能变频 二级能效 快速制冷热 智能物联 静音 2匹 19083095110 海尔蓝宝专卖店 84.0kg 变频 冷暖空调 3匹 二级能效 15-20㎡，20-30㎡，30-40㎡ 立柜式空调,海尔,变频,海尔（Haier） 2P/3匹柜式空调 智能变频 二级能效 快速制冷热 智能物联 静音 2匹,
海尔（Haier） 3匹变频空调 自清洁空调柜机KFR-72LW/09UCP22AU1,海尔福建长睿专卖店,19156723339,12999.00,7399.00,0,100,0,0,0,,海尔（Haier） 海尔（Haier） 3匹变频空调 自清洁空调柜机KFR-72LW/09UCP22AU1 19156723339 海尔福建长睿专卖店 84.0kg 变频 圆柱式空调，变频空调，自动清洁 冷暖空调 3匹 二级能效 30-40㎡ 立柜式空调,海尔,变频,海尔（Haier） 3匹变频空调 自清洁空调柜机KFR-72LW/09UCP22AU1,
海尔（Haier） 3匹 无氟 变频 冷暖 立柜式空调 KFR-72LW/12CAA22A,海尔新疆鑫锐专卖店,19156772813,9999.00,9999.00,0,100,0,0,0,,海尔（Haier） 海尔（Haier）KFR-72LW/12CAA22AU1 19156772813 海尔新疆鑫锐专卖店 83.0kg 中国大陆 变频 冷暖空调 圆柱式空调，高能效空调，智能空调，变频空调，静音空调，全直流变频，自动清洁 白色 3匹 二级能效 30-40㎡ 立柜式空调,海尔,变频,海尔（Haier）KFR-72LW/12CAA22AU1,
海尔(Haier)空调3匹立柜式空调柜机变频二级能效KFR-72LW/09UCP22AU1,海尔空调旗舰店,18581339461,7299.00,7299.00,0,100,0,0,0,,海尔（Haier） 海尔(Haier)空调3匹立柜式空调柜机变频二级能效KFR-72LW/09UCP22AU1 18581339461 海尔空调旗舰店 31.0kg 中国大陆 0101721e 变频 圆柱式空调，高能效空调，智能空调，变频空调，静音空调，自动清洁 单冷空调 3匹 二级能效 30-40㎡ 立柜式空调,海尔,变频,海尔(Haier)空调3匹立柜式空调柜机变频二级能效KFR-72LW/09UCP22AU1,
海尔（Haier） KF-72LW/03GCA13 3P匹单冷 圆柱形柜机帝尊落地式空调,海尔广东海迅专卖店,18851609950,5799.00,5499.00,0,100,0,0,0,,海尔（Haier） 海尔（Haier） KF-72LW/03GCA13 3P匹单冷 圆柱形柜机帝尊落地式空调 18851609950 海尔广东海迅专卖店 35.0kg 中国大陆 定频 单冷空调 圆柱式空调，静音空调 其他 3匹 三级能效 30-40㎡ 立柜式空调,海尔,定频,海尔（Haier） KF-72LW/03GCA13 3P匹单冷 圆柱形柜机帝尊落地式空调,
海尔（Haier） KFR-72LW/09FBA21AU1冷暖变频3匹圆柱立柜式空调,海尔福建晟翰专卖店,19208142716,12999.00,11999.00,0,100,0,0,0,,海尔（Haier） 海尔（Haier） KFR-72LW/09FBA21AU1冷暖变频3匹圆柱立柜式空调 19208142716 海尔福建晟翰专卖店 70.0kg 中国大陆 KFR-72LW/09FBA21AU1 变频 圆柱式空调，高能效空调，智能空调，变频空调，静音空调 冷暖空调 3匹 一级能效 30-40㎡ 立柜式空调,海尔,变频,海尔（Haier） KFR-72LW/09FBA21AU1冷暖变频3匹圆柱立柜式空调,
海尔（Haier） 3匹变频冷暖自清洁立柜式圆柱空调柜机家用除PM0.3二级能效 3匹 KFR-72LW/12MAP22AU1,海尔蜀葵专卖店,14852934755,9999.00,7299.00,10,100,10,0,0,,海尔（Haier） 海尔（Haier） 3匹变频冷暖自清洁立柜式圆柱空调柜机家用除PM0.3二级能效 3匹 KFR-72LW/12MAP22AU1 14852934755 海尔蜀葵专卖店 48.0kg 中国大陆 变频 冷暖空调 白色 3匹 二级能效 30-40㎡ 立柜式空调,海尔,变频,海尔（Haier） 3匹变频冷暖自清洁立柜式圆柱空调柜机家用除PM0.3二级能效 3匹 KFR-72LW/12MAP22AU1,
海尔（Haier） SKFR-72LW/10WAC21AU1天樽变频柜机空调自清洁3匹 香槟金,海尔京鸿泰专卖店,12497507364,15599.00,11999.00,9,100,9,0,0,,海尔（Haier） 海尔（Haier） SKFR-72LW/10WAC21AU1天樽变频柜机空调自清洁3匹 香槟金 12497507364 海尔京鸿泰专卖店 83.0kg 中国大陆 SKFR-72LW/10WAC21AU1 变频 冷暖空调 变频空调 金色 3匹 一级能效 30-40㎡ 立柜式空调,海尔,变频,海尔（Haier） SKFR-72LW/10WAC21AU1天樽变频柜机空调自清洁3匹 香槟金,
海信（Hisense）2匹 智能 冷暖 二级能效FPA全净化直流变频艺术化圆柱空调柜机（KFR-50LW/A8T920Z-A2(1P21)),海信空调自营旗舰店,4278080,12999.00,11999.00,0,100,0,0,0,,海信（Hisense） 海信KFR-50LW/A8T920Z-A2(1P21) 4278080 53.0kg 中国大陆 变频 冷暖空调 圆柱式空调，高能效空调，智能空调，变频空调，静音空调，全直流变频 白色 2匹 二级能效 20-30㎡ 立柜式空调,海信,变频,海信KFR-50LW/A8T920Z-A2(1P21),
海尔（Haier） 出品 3匹立式空调圆柱空调柜机 3匹柜式空调 立柜式空调 空调3匹,海尔驰郑专卖店,11114520774,6599.00,5299.00,10,100,10,0,0,,海尔（Haier） 海尔（Haier） 出品 3匹立式空调圆柱空调柜机 3匹柜式空调 立柜式空调 空调3匹 11114520774 海尔驰郑专卖店 56.0kg 定频 冷暖空调 圆柱式空调 白色 3匹 三级能效 30-40㎡ 立柜式空调,海尔,定频,海尔（Haier） 出品 3匹立式空调圆柱空调柜机 3匹柜式空调 立柜式空调 空调3匹,
TCL KFRd-120LW/C23S 5匹 立柜式电辅型定频冷暖空调（白色）,TCL空调旗舰店,1731654349,13000.00,7599.00,100,91,100,3,10,服务很好 安装速度 送货快 空调质量好 制冷效果好 机器漂亮 声音小 制冷比较快 制热效果好 制冷制热快,TCL TCLKFRd-120LW/C23S 1731654349 TCL空调旗舰店 60.0kg 定频 冷暖空调 白色 5匹及以上 三级能效 40㎡以上 立柜式空调,TCL,定频,TCLKFRd-120LW/C23S,
TCL 2匹 智能变频 二级能效 冷暖 圆柱柜机空调 KFRd-51LW/EY12BpA KFRd-51LW/EY12BpA,TCL空调酷友专卖店,11338921647,7299.00,4799.00,300,89,200,10,20,,TCL TCL 2匹 智能变频 二级能效 冷暖 圆柱柜机空调 KFRd-51LW/EY12BpA KFRd-51LW/EY12BpA 11338921647 TCL空调酷友专卖店 49.0kg 变频 冷暖空调 高能效空调 其他 2匹 二级能效 20-30㎡ 立柜式空调,TCL,变频,TCL 2匹 智能变频 二级能效 冷暖 圆柱柜机空调 KFRd-51LW/EY12BpA KFRd-51LW/EY12BpA,
TCL 3匹 智能 变频二级能效 冷暖圆柱 空调柜机 KFRd-72LW/EY12BpA,TCL空调酷友专卖店,10172236814,7999.00,6199.00,100,91,100,5,10,变频省电 声音小 制冷效果好 服务很好 制冷速度快 机器漂亮 安装速度 空调质量好 外机噪音小 制冷比较快,TCL TCL 3匹 智能 变频二级能效 冷暖圆柱 空调柜机 KFRd-72LW/EY12BpA 10172236814 TCL空调酷友专卖店 45.0kg 变频 冷暖空调 变频空调 白色 3匹 二级能效 30-40㎡ 立柜式空调,TCL,变频,TCL 3匹 智能 变频二级能效 冷暖圆柱 空调柜机 KFRd-72LW/EY12BpA,
海尔（Haier） Haier/海尔 变频2匹柜机自清洁空调变频立柜式圆柱式两匹,海尔上海华克斯专卖店,12740001010,8999.00,6999.00,50,96,40,1,1,服务很好 空调质量好 制冷比较快 送货快 制热效果好 外机噪音小 制冷制热快 制冷效果好 机器漂亮,海尔（Haier） 海尔（Haier） Haier/海尔 变频2匹柜机自清洁空调变频立柜式圆柱式两匹 12740001010 海尔上海华克斯专卖店 71.0kg 变频 冷暖空调 圆柱式空调，高能效空调，智能空调，变频空调，静音空调，全直流变频，自动清洁 其他 2匹 二级能效 20-30㎡ 立柜式空调,海尔,变频,海尔（Haier） Haier/海尔 变频2匹柜机自清洁空调变频立柜式圆柱式两匹,
TCL KFRd-51LW/AL13 节能王 大2匹定频  立柜式冷暖双用空调（白色）,TCL空调幸福树专卖店,1681802262,5499.00,3499.00,70,89,60,1,8,安装速度 送货快 制冷比较快 空调质量好 服务很好 机器漂亮 一般 制冷效果好 外机噪音小 制热效果好,TCL TCL KFRd-51LW/AL13 节能王 大2匹定频  立柜式冷暖双用空调（白色） 1681802262 TCL空调幸福树专卖店 89.0kg 定频 冷暖空调 静音空调 白色 2匹 三级能效 20-30㎡ 立柜式空调,TCL,定频,TCL KFRd-51LW/AL13 节能王 大2匹定频  立柜式冷暖双用空调（白色）,
TCL 2匹 智能变频 二级能效 冷暖 圆柱柜机空调 KFRd-51LW/DY22BpA 白色 2匹 KFRd-51LW/DY22BPA,TCL空调酷友专卖店,11325252785,7299.00,4799.00,100,93,100,1,7,制冷效果好 机器漂亮 声音小 服务很好 外机噪音小 制冷制热快 送货快 变频省电,TCL TCLKFRd-51LW/DY22BpA 11325252785 TCL空调酷友专卖店 34.0kg 变频 冷暖空调 高能效空调 金色 2匹 二级能效 20-30㎡ 立柜式空调,TCL,变频,TCLKFRd-51LW/DY22BpA,
海尔（Haier） 空调立柜式空调柜机变频一级能效圆柱式空调 3匹KFR-72LW/17EAB21AU1,海尔空调旗舰店,18800493502,9999.00,8599.00,10,100,10,0,0,,海尔（Haier） 海尔（Haier） 空调立柜式空调柜机变频一级能效圆柱式空调 3匹KFR-72LW/17EAB21AU1 18800493502 海尔空调旗舰店 33.0kg 中国大陆 变频 冷暖空调 圆柱式空调，高能效空调，智能空调，变频空调，自动清洁 其他 3匹 一级能效 30-40㎡ 立柜式空调,海尔,变频,海尔（Haier） 空调立柜式空调柜机变频一级能效圆柱式空调 3匹KFR-72LW/17EAB21AU1,
TCL KFRd-51LW/DY22BpA 大2匹 圆柱柜式 智能二级能效 冷暖变频空调,TCL空调幸福树专卖店,1790410475,6999.00,5099.00,20,75,10,0,5,制冷比较快 送货快 服务很好 机器漂亮,TCL TCL KFRd-51LW/DY22BpA 大2匹 圆柱柜式 智能二级能效 冷暖变频空调 1790410475 TCL空调幸福树专卖店 97.0kg 变频 冷暖空调 圆柱式空调，智能空调，静音空调 白色 2匹 二级能效 30-40㎡ 立柜式空调,TCL,变频,TCL KFRd-51LW/DY22BpA 大2匹 圆柱柜式 智能二级能效 冷暖变频空调,
长虹（CHANGHONG） 2匹变频空调 KFR-50LW/ZDHIF(W1-J)+A3,长虹空调旗舰店,1572253955,4999.00,3399.00,1100,94,1100,20,40,服务很好 安装速度 送货快 制冷效果好 空调质量好 制冷比较快 机器漂亮 变频省电 声音小 制冷速度快,长虹（CHANGHONG） 长虹（CHANGHONG）KFR-50LW/ZDHIF 1572253955 长虹空调旗舰店 96.0kg 变频 冷暖空调 变频空调，静音空调，全直流变频，自动清洁 白色 2匹 三级能效 20-30㎡ 立柜式空调,长虹,变频,长虹（CHANGHONG）KFR-50LW/ZDHIF,
TCL KFRd-72LW/DY12 大3匹 圆柱柜式 智能定速 冷暖空调 二级能效,TCL空调幸福树专卖店,1790394636,5899.00,5299.00,70,93,60,3,2,机器漂亮 送货快 变频省电 制冷制热快 空调质量好 安装速度 制冷比较快 一般 制冷速度快 制冷效果好,TCL TCL KFRd-72LW/DY12 大3匹 圆柱柜式 智能定速 冷暖空调 二级能效 1790394636 TCL空调幸福树专卖店 104.0kg 定频 冷暖空调 圆柱式空调，智能空调，静音空调 白色 3匹 二级能效 40㎡以上 立柜式空调,TCL,定频,TCL KFRd-72LW/DY12 大3匹 圆柱柜式 智能定速 冷暖空调 二级能效,
TCL 2匹 空调立柜式柜机冷暖 钛金自清洁纯铜管定速定频 KFRd-52LW/EF33,TCL客穗专卖店,12516267200,3699.00,2999.00,100,93,100,1,9,安装速度 机器漂亮 制冷比较快 送货快 服务很好 外机噪音小 制冷速度快 声音小 制冷制热快 空调质量好,TCL TCLKFRd-52LW/EF33 12516267200 TCL客穗专卖店 54.0kg 定频 冷暖空调 白色 2匹 三级能效 20-30㎡ 立柜式空调,TCL,定频,TCLKFRd-52LW/EF33,
TCL 空调 KFRd-120LW/C23S 5匹 立柜式 电辅型 定频 冷暖 空调柜机,TCL空调济南幸福树专卖店,12515486619,8599.00,8599.00,1,100,1,0,0,机器漂亮 制热效果好 制冷制热快 送货快 服务很好,TCL TCLKFRd-120LW/C23S 12515486619 TCL空调济南幸福树专卖店 163.0kg 定频 冷暖空调 白色 5匹及以上 三级能效 40㎡以上 立柜式空调,TCL,定频,TCLKFRd-120LW/C23S,
TCL 3匹 智能 定速 冷暖 圆柱空调柜机 (二级能效)(KFRd-72LW/EY12) 白色,TCL广州汇尚专卖店,12520700302,5799.00,4699.00,5,100,5,0,0,,TCL TCL 3匹 智能 定速 冷暖 圆柱空调柜机 (二级能效)(KFRd-72LW/EY12) 白色 12520700302 TCL广州汇尚专卖店 44.0kg 定频 冷暖空调 其他 3匹 二级能效 30-40㎡ 立柜式空调,TCL,定频,TCL 3匹 智能 定速 冷暖 圆柱空调柜机 (二级能效)(KFRd-72LW/EY12) 白色,
TCL 2匹 空调立式柜机圆柱式 冷暖钛金智能变频 KFRd-51LW/EY12BpA,TCL客穗专卖店,12539135147,5699.00,4799.00,1,100,1,0,0,,TCL TCLKFRd-51LW/EY12BpA 12539135147 TCL客穗专卖店 54.0kg 变频 冷暖空调 圆柱式空调 其他 2匹 二级能效 20-30㎡ 立柜式空调,TCL,变频,TCLKFRd-51LW/EY12BpA,
TCL 大2匹/3匹  定速冷暖 智能   双贯流 二级能效  钛空舱系列（圆柱柜机） 大2匹KFRd-51LW/FX12,TCL空调旗舰店,11375980666,8888.00,4299.00,10,94,10,0,1,,TCL TCL 大2匹/3匹  定速冷暖 智能   双贯流 二级能效  钛空舱系列（圆柱柜机） 大2匹KFRd-51LW/FX12 11375980666 TCL空调旗舰店 45.0kg 中国大陆 定频 冷暖空调 高能效空调 白色 2匹 二级能效 20-30㎡ 立柜式空调,TCL,定频,TCL 大2匹/3匹  定速冷暖 智能   双贯流 二级能效  钛空舱系列（圆柱柜机） 大2匹KFRd-51LW/FX12,
TCL 5匹 空调立柜式柜机冷暖 钛金自清洁纯铜管定速定频KFRd-120LW/C23S,TCL客穗专卖店,18365019443,12000.00,7299.00,0,100,0,0,0,,TCL TCLKFRd-120LW/C23S 18365019443 TCL客穗专卖店 65.0kg 定频 冷暖空调 自动清洁 白色 5匹及以上 三级能效 40㎡以上 立柜式空调,TCL,定频,TCLKFRd-120LW/C23S,
TCL 2匹 变频 冷暖 圆柱柜机空调柜机 (二级能效)KFRd-51LW/EY12BpA 白色,TCL广州汇尚专卖店,12520831273,5999.00,4799.00,1,100,1,0,0,,TCL TCL 2匹 变频 冷暖 圆柱柜机空调柜机 (二级能效)KFRd-51LW/EY12BpA 白色 12520831273 TCL广州汇尚专卖店 45.0kg 变频 冷暖空调 其他 2匹 二级能效 20-30㎡ 立柜式空调,TCL,变频,TCL 2匹 变频 冷暖 圆柱柜机空调柜机 (二级能效)KFRd-51LW/EY12BpA 白色,
TCL KFRd-120LW/C23S 5匹 立柜式电辅型定频冷暖空调（白色） 白色,TCL广州专卖店,13216393818,9299.00,7999.00,0,100,0,0,0,,TCL TCL KFRd-120LW/C23S 5匹 立柜式电辅型定频冷暖空调（白色） 白色 13216393818 TCL广州专卖店 163.0kg 中国大陆  KFRd-120LW/C23S 定频 冷暖空调 白色 5匹及以上 三级能效 40㎡以上 立柜式空调,TCL,定频,TCL KFRd-120LW/C23S 5匹 立柜式电辅型定频冷暖空调（白色） 白色,
TCL 3匹 智能 定速 冷暖 圆柱空调柜机 (二级能效)(KFRd-72LW/EY12) 咖啡色,TCL广州专卖店,13212495935,5599.00,5199.00,0,100,0,0,0,,TCL TCL 3匹 智能 定速 冷暖 圆柱空调柜机 (二级能效)(KFRd-72LW/EY12) 咖啡色 13212495935 TCL广州专卖店 104.0kg 中国大陆 KFRd-72LW/EY12 定频 冷暖空调 圆柱式空调，高能效空调，自动清洁 其他 3匹 二级能效 30-40㎡ 立柜式空调,TCL,定频,TCL 3匹 智能 定速 冷暖 圆柱空调柜机 (二级能效)(KFRd-72LW/EY12) 咖啡色,
TCL 3匹 变频冷暖 智能小圆柱 空调柜机（二级能效）KFRd-72LW/MC12BpA,TCL空调酷友专卖店,15939179346,7999.00,6799.00,0,100,0,0,0,,TCL TCL 3匹 变频冷暖 智能小圆柱 空调柜机（二级能效）KFRd-72LW/MC12BpA 15939179346 TCL空调酷友专卖店 50.0kg 变频 冷暖空调 高能效空调 金色 3匹 二级能效 30-40㎡ 立柜式空调,TCL,变频,TCL 3匹 变频冷暖 智能小圆柱 空调柜机（二级能效）KFRd-72LW/MC12BpA,
TCL 3匹 变频 冷暖圆柱柜机空调柜机 (二级能效)KFRd-72LW/EY12BpA 咖啡色,TCL广州专卖店,13213972059,6899.00,6199.00,0,100,0,0,0,,TCL TCLKFRd-72LW/EY12BpA 13213972059 TCL广州专卖店 84.0kg 中国大陆 KFRd-72LW/EY12BpA 变频 冷暖空调 圆柱式空调，高能效空调，智能空调，变频空调，自动清洁 其他 3匹 二级能效 30-40㎡ 立柜式空调,TCL,变频,TCLKFRd-72LW/EY12BpA,
TCL 定频冷暖 家用空调柜机 立柜式空调 钛金自清洁 KFRd-52LW/EF33 大2匹,百诚电器旗舰店,17811929426,4799.00,2999.00,3,100,3,0,0,,TCL TCLKFRd-52LW/EF33 17811929426 百诚电器旗舰店 51.0kg KFRd-52LW/EF33 定频 冷暖空调 静音空调，自动清洁 白色有花纹 2匹 三级能效 20-30㎡ 立柜式空调,TCL,定频,TCLKFRd-52LW/EF33,
TCL 大2匹 冷暖 定频 柜机空调 钛金自动清洁KFRD-52LW/EF33,北京国运宏业专营店,11061856622,4199.00,3449.00,4,75,3,0,1,,TCL TCL 大2匹 冷暖 定频 柜机空调 钛金自动清洁KFRD-52LW/EF33 11061856622 北京国运宏业专营店 73.0kg 定频 冷暖空调 静音空调 白色有花纹 2匹 三级能效 20-30㎡ 立柜式空调,TCL,定频,TCL 大2匹 冷暖 定频 柜机空调 钛金自动清洁KFRD-52LW/EF33,
TCL KFRd-72LW/DY22BpA 大3匹  圆柱柜式 智能二级能效 冷暖变频空调,TCL空调幸福树专卖店,1790425283,7999.00,5999.00,20,100,20,0,0,制冷效果好 外机噪音小 机器漂亮 制冷速度快 安装速度 声音小,TCL TCL KFRd-72LW/DY22BpA 大3匹  圆柱柜式 智能二级能效 冷暖变频空调 1790425283 TCL空调幸福树专卖店 84.0kg 变频 冷暖空调 圆柱式空调，智能空调，静音空调 白色 3匹 二级能效 40㎡以上 立柜式空调,TCL,变频,TCL KFRd-72LW/DY22BpA 大3匹  圆柱柜式 智能二级能效 冷暖变频空调,
TCL 5匹 冷暖 定频 柜机空调 独立除湿KFRd-120LW/C23S,北京国运宏业专营店,11493981219,9999.00,7799.00,1,100,1,0,0,,TCL TCL 5匹 冷暖 定频 柜机空调 独立除湿KFRd-120LW/C23S 11493981219 北京国运宏业专营店 84.0kg 中国大陆 定频 冷暖空调 白色 5匹及以上 三级能效 40㎡以上 立柜式空调,TCL,定频,TCL 5匹 冷暖 定频 柜机空调 独立除湿KFRd-120LW/C23S,
TCL 2匹 智能 定速 二级能效 冷暖 圆柱 空调柜机（KFRd-51LW/EY12） KFRd-51LW/EY12,TCL空调酷友专卖店,11338734038,6199.00,4199.00,40,96,40,0,2,安装速度,TCL TCLKFRd-51LW/EY12 11338734038 TCL空调酷友专卖店 43.0kg 定频 冷暖空调 高能效空调 其他 2匹 二级能效 20-30㎡ 立柜式空调,TCL,定频,TCLKFRd-51LW/EY12,
TCL 变频 冷暖 圆柱柜机空调柜机 (二级能效) KFRd-51LW/EY12BpA 2匹,百诚电器旗舰店,17814596225,6799.00,4799.00,0,100,0,0,0,,TCL TCLKFRd-51LW/EY12BpA 17814596225 百诚电器旗舰店 43.0kg KFRd-51LW/EY12BpA 变频 冷暖空调 其他 2匹 二级能效 20-30㎡ 立柜式空调,TCL,变频,TCLKFRd-51LW/EY12BpA,
TCL KFRd-120LW/C23S 5匹 立柜式电辅型定频冷暖空调 白色,TCL广州汇尚专卖店,12529302469,9099.00,7299.00,1,0,0,1,0,,TCL TCL KFRd-120LW/C23S 5匹 立柜式电辅型定频冷暖空调 白色 12529302469 TCL广州汇尚专卖店 117.0kg 定频 冷暖空调 白色 5匹及以上 三级能效 30-40㎡ 立柜式空调,TCL,定频,TCL KFRd-120LW/C23S 5匹 立柜式电辅型定频冷暖空调 白色,
